NP Entry ID,Study ID,DOI,Title,Year,Core NP Material,Surface Modification,Modification Type,Modification Charge,NP Type,NP Sub-Type,Lipid Core Molar Ratio,NP Shape,Size Method,HD Solvent,Size (nm),Size Group,Zeta Potential Solvent,Zeta Potential (mV),Zeta Potential Group,Zeta Potential Charge,PDI,PDI Group,Incubation Protein Source,Incubation Media Additives,Incubation Media,Incubation Protein Concentration (%-v/v),Plasma Concentation Group,NP Solution Concentration,NP Solution Concentration Units,Dispersion medium Volume (µL),Final NP Incubation Mass (mg),Mass Group,Incubation time (min),Incubation time Group,Shaking or AgitationDuring Incubation,Incubation Temp (°C),NP-PC Isolation Method,Extraction Centrifugation Speed (xg),Isolation Temperature (°C),Extraction Centrifugation Time (min),Number of Washing Steps,Exposure type,Species,Protein Composition Units,No Proteins Identified,Protein Entry No,Study ID,APOE,APOB,CO3,CLUS
A073,A11,https://doi.org/10.1016/j.colsurfb.2022.112981,Peptide ligands on the PEGylated nanoparticle surface and human serum composition are key factors for the interaction between immune cells and nanoparticles,2023,Iron Oxide,pHILP,Peptide,Neutral,Inorganic,Metal Oxide,N/A,Sphere,DLS,D-H2O,169,>150,DI-H2O,-17.3,-50~-10,Negative,0.04,0~0.1,Human Plasma,None,N/A,100,50~100,36,µg/mL,360,0.0144,0~5,60,30~60,Y,37,Magnetic Pulldown,N/A,4,720,1,in vitro,Human,%-RPA,3,A073,A11,0.633202693,na,4.272523376,2.359409371
A084,A13,https://doi.org/10.1021/acs.langmuir.5b02158,Stealth Effect of Biomolecular Corona on Nanoparticle Uptake by Immune Cells,2015,DOPG,No Modification,No Modification,No Modification,Organic,Lipid,N/A,Sphere,DLS,DI-H2O,136,100~150,DI-H2O,-25.6,-50~-10,Negative,0.04,0~0.1,Human Plasma,None,N/A,100,50~100,1,mg/mL,400,0.2,0~5,60,30~60,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,4,A084,A13,1.09439496,0.69511102,1.38997813,1.68259125
A085,A13,https://doi.org/10.1021/acs.langmuir.5b02158,Stealth Effect of Biomolecular Corona on Nanoparticle Uptake by Immune Cells,2015,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,DI-H2O,390,>150,DI-H2O,-22.4,-50~-10,Negative,0.89,>0.2,Human Plasma,None,N/A,100,50~100,1,mg/mL,400,0.2,0~5,60,30~60,N,37,Centrifugation,14000,Not Reported,15,3,in vitro,Human,%-RPA,4,A085,A13,0.84811503,0.15805903,0.43837812,0.67563221
A086,A14,https://doi.org/10.1021/acsami.7b16096,Ligand Size and Conformation Affect the Behavior of Nanoparticles Coated with in Vitro and in Vivo Protein Corona,2018,Polystyrene,PEG,Polymeric,Neutral,Organic,Polystyrene,N/A,Sphere,DLS,PBS,80.77,50~100,PBS,2.11,-10~+10,Neutral,0.15,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,mg/mL,1000,4,0~5,60,30~60,Y,37,SEC,N/A,N/A,N/A,1,in vitro,Human,%-RPA,2,A086,A14,0,0.0036,na,0.0155
A087,A14,https://doi.org/10.1021/acsami.7b16096,Ligand Size and Conformation Affect the Behavior of Nanoparticles Coated with in Vitro and in Vivo Protein Corona,2018,Polystyrene,CHAIYPRH (LT7) peptide,Peptide,Positive,Organic,Polystyrene,N/A,Sphere,DLS,PBS,89.5,50~100,PBS,16.2,+10~+50,Positive,0.12,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,mg/mL,1000,4,0~5,60,30~60,Y,37,SEC,N/A,N/A,N/A,1,in vitro,Human,%-RPA,2,A087,A14,0,0.0202,na,0.0172
A088,A14,https://doi.org/10.1021/acsami.7b16096,Ligand Size and Conformation Affect the Behavior of Nanoparticles Coated with in Vitro and in Vivo Protein Corona,2018,Polystyrene,"hrpyiahc, all D-form amino acids (DT7)",Amino Acid,Positive,Organic,Polystyrene,N/A,Sphere,DLS,PBS,83.61,50~100,PBS,17.1,+10~+50,Positive,0.15,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,mg/mL,1000,4,0~5,60,30~60,Y,37,SEC,N/A,N/A,N/A,1,in vitro,Human,%-RPA,2,A088,A14,0,0.0055,na,0.0078
A089,A14,https://doi.org/10.1021/acsami.7b16096,Ligand Size and Conformation Affect the Behavior of Nanoparticles Coated with in Vitro and in Vivo Protein Corona,2018,Polystyrene,Transferrin,Peptide,Negative,Organic,Polystyrene,N/A,Sphere,DLS,PBS,92.47,50~100,PBS,1.25,-10~+10,Neutral,0.15,0.1~0.2,Human Plasma,None,N/A,100,50~100,40,mg/mL,1000,4,0~5,60,30~60,Y,37,SEC,N/A,N/A,N/A,1,in vitro,Human,%-RPA,2,A089,A14,0,0.0163,na,0.0155
A116,A17,https://doi.org/10.1038/nnano.2013.181,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,31.4,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,0.5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A116,A17,3054,0,72877,10254
A117,A17,https://doi.org/10.1038/nnano.2013.182,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,31.4,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,2,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A117,A17,8244,0,55999,9555
A118,A17,https://doi.org/10.1038/nnano.2013.183,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,31.4,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A118,A17,5510,0,47212,10049
A119,A17,https://doi.org/10.1038/nnano.2013.184,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,31.4,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,15,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A119,A17,5910,0,38130,8843
A120,A17,https://doi.org/10.1038/nnano.2013.185,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,31.4,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,30,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A120,A17,4936,0,65465,9307
A121,A17,https://doi.org/10.1038/nnano.2013.186,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,31.4,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,60,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A121,A17,3422,0,57951,10857
A122,A17,https://doi.org/10.1038/nnano.2013.187,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,TEM,N/A,31.4,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,120,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A122,A17,1568,0,24746,18931
A123,A17,https://doi.org/10.1038/nnano.2013.188,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,112,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,0.5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A123,A17,2139,0,111057,9561
A124,A17,https://doi.org/10.1038/nnano.2013.189,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,112,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,2,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A124,A17,4207,0,66925,4220
A125,A17,https://doi.org/10.1038/nnano.2013.190,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,112,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A125,A17,6443,0,89790,4531
A126,A17,https://doi.org/10.1038/nnano.2013.191,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,112,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,15,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A126,A17,9580,0,80732,5194
A127,A17,https://doi.org/10.1038/nnano.2013.192,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,112,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,30,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A127,A17,11380,0,56889,5559
A128,A17,https://doi.org/10.1038/nnano.2013.193,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,112,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,60,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A128,A17,10993,0,63789,6276
A129,A17,https://doi.org/10.1038/nnano.2013.194,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,112,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,120,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A129,A17,11533,0,61045,6450
A130,A17,https://doi.org/10.1038/nnano.2013.195,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,115,100~150,Human Plasma,51,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,0.5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A130,A17,4661,0,24535,10811
A131,A17,https://doi.org/10.1038/nnano.2013.196,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,115,100~150,Human Plasma,51,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,2,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A131,A17,6980,0,18522,23417
A132,A17,https://doi.org/10.1038/nnano.2013.197,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,115,100~150,Human Plasma,51,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A132,A17,7386,0,32796,41276
A133,A17,https://doi.org/10.1038/nnano.2013.198,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,115,100~150,Human Plasma,51,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,15,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A133,A17,7320,0,97337,44284
A134,A17,https://doi.org/10.1038/nnano.2013.199,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,115,100~150,Human Plasma,51,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,30,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A134,A17,9459,0,59611,76096
A135,A17,https://doi.org/10.1038/nnano.2013.200,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,115,100~150,Human Plasma,51,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,60,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A135,A17,5864,0,62011,45406
A136,A17,https://doi.org/10.1038/nnano.2013.201,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,TEM,N/A,115,100~150,Human Plasma,51,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,120,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A136,A17,6389,0,53920,40371
A137,A17,https://doi.org/10.1038/nnano.2013.181,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,48,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,0.5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A137,A17,3054,0,72877,10254
A138,A17,https://doi.org/10.1038/nnano.2013.182,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,48,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,2,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A138,A17,8244,0,55999,9555
A139,A17,https://doi.org/10.1038/nnano.2013.183,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,48,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A139,A17,5510,0,47212,10049
A140,A17,https://doi.org/10.1038/nnano.2013.184,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,48,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,15,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A140,A17,5910,0,38130,8843
A141,A17,https://doi.org/10.1038/nnano.2013.185,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,48,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,30,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A141,A17,4936,0,65465,9307
A142,A17,https://doi.org/10.1038/nnano.2013.186,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,48,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,60,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A142,A17,3422,0,57951,10857
A143,A17,https://doi.org/10.1038/nnano.2013.187,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Silica,No Modification,No Modification,No Modification,Inorganic,Silica,N/A,Sphere,DLS,Human Plasma,48,<50,Human Plasma,-25,-50~-10,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,60,ug,Not Reported,0.06,0~5,120,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A143,A17,1568,0,24746,18931
A144,A17,https://doi.org/10.1038/nnano.2013.188,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,DLS,Human Plasma,126,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,0.5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A144,A17,2139,0,111057,9561
A145,A17,https://doi.org/10.1038/nnano.2013.189,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,DLS,Human Plasma,126,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,2,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A145,A17,4207,0,66925,4220
A146,A17,https://doi.org/10.1038/nnano.2013.190,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,DLS,Human Plasma,126,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A146,A17,6443,0,89790,4531
A147,A17,https://doi.org/10.1038/nnano.2013.191,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,DLS,Human Plasma,126,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,15,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A147,A17,9580,0,80732,5194
A148,A17,https://doi.org/10.1038/nnano.2013.192,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,DLS,Human Plasma,126,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,30,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A148,A17,11380,0,56889,5559
A149,A17,https://doi.org/10.1038/nnano.2013.193,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,DLS,Human Plasma,126,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,60,30~60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A149,A17,10993,0,63789,6276
A150,A17,https://doi.org/10.1038/nnano.2013.194,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,DLS,Human Plasma,126,100~150,Human Plasma,-55,<-50,Negative,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,120,>60,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A150,A17,11533,0,61045,6450
A151,A17,https://doi.org/10.1038/nnano.2013.195,Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,2013,Polystyrene,No Modification,No Modification,No Modification,Organic,Polystyrene,N/A,Sphere,DLS,Human Plasma,156,>150,Human Plasma,51,>+50,Positive,Not Reported,Not Reported,Human Plasma,None,N/A,100,50~100,600,ug,Not Reported,0.6,0~5,0.5,<30,N,37,DG Centrifugation,15300,4,20,3,in vitro,Human,ppm,3,A151,A17,4661,0,24535,10811
